comment,"==    -- Trackable ID, Position, Quaternion Orientation, and Eulers Orientation >for each tracked trackable< (ID, x,y,z, qx, qy, qz, qw, yaw, pitch, roll)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comment,==    -- Marker Count (integer) Count of all visibile markers in frame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comment,"==    -- Marker Detail >for each tracked marker< (x,y,z,id)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comment,== trackable: Extended information for current frame:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comment,==    -- Frame Index (integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comment,==    -- Time Stamp (double) in seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comment,==    -- Name (string),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comment,==    -- ID   (integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comment,==    -- Frames Since Last Tracked (integer). 0=currently tracked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comment,==    -- Marker Count (integer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comment,"==    -- Trackable Marker Location >for each marker in trackable< (x,y,z)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comment,"==    -- Point Cloud Marker corresponding to each trackable marker (x,y,z). (NAN,NAN,NAN) used for missing Point Cloud Markers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comment,"==    -- Marker Tracked (integer) for each marker. 1=track, 0=untracked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comment,"==    -- Marker Quality (float) for each marker. 1.0=Highest Quality, 0.0=Lowest Quality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comment,==    -- Mean Error (in mm/marker),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comment,== righthanded: Indicates a right-handed coordinate system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comment,== lefthanded: Indicates a left-handed coordinate system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comment,== ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
righthanded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
info,framecount,2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
info,trackablecount,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trackable,UAV,1,6,-0.03626249,-0.02939948,-0.18949251,-0.0511526,0.03468937,0.08249293,0.01839102,-0.05622409,0.10468688,0.00093681,0.07342603,0.08531076,0.07282306,-0.00064215,0.10587953,-0.00473566,-0.02184984,-0.18887742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trackable,Eris,2,3,0.04891407,0.01134312,0.00055298,-0.02139306,-0.05321479,0.00271028,-0.02752107,0.04187173,-0.00326325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,0,0.0026495,2,1,0.90864867,0.3525286,-0.75235313,0.01057892,-0.56436557,0.0134897,0.82534695,-68.72581482,-1.96036339,0.12820593,2,-0.59748638,0.20803131,-0.04239234,-0.36248127,0.93077695,-0.04222383,0.02188141,174.4652557,-42.29365158,-7.33707285,11,-2.23328757,-0.23200001,-0.89912754,0,1.45805562,-1.58863723,-0.71665746,0,-0.60538417,0.25723195,-0.0428083,0,-0.54572976,0.18348628,-0.03984685,0,0.82774919,0.42244717,-0.72023159,0,-0.6413402,0.18337201,-0.04452165,0,1.08356011,0.33761764,-0.82473928,0,0.81934601,0.29281893,-0.69811529,0,0.83592242,0.34973761,-0.64583427,0,0.81242889,0.3840158,-0.76986241,0,1.07246733,0.32861099,-0.8557412,0,,,,,,,,,,,,
trackable,0,0.0026495,UAV,1,0,6,1.07265472,0.32859507,-0.85538739,0.8122471,0.38409564,-0.76991045,0.81944019,0.29286367,-0.69800013,0.82711822,0.42299658,-0.72015166,0.83635491,0.34930962,-0.64611107,1.0837996,0.33731711,-0.82497966,1.07246733,0.32861099,-0.8557412,0.81242889,0.3840158,-0.76986241,0.81934601,0.29281893,-0.69811529,0.82774919,0.42244717,-0.72023159,0.83592242,0.34973761,-0.64583427,1.08356011,0.33761764,-0.82473928,1,1,1,1,1,1,0.03262275,0.49967685,0.41826576,0.03236522,0.12964843,0,0.00023772,,,,,,,,,,,,,,,,,,,,,,,,,,,
trackable,0,0.0026495,Eris,2,0,3,-0.6413188,0.18335353,-0.04452059,-0.5457204,0.18342717,-0.03984636,-0.60541999,0.25731331,-0.0428101,-0.6413402,0.18337201,-0.04452165,-0.54572976,0.18348628,-0.03984685,-0.60538417,0.25723195,-0.0428083,1,1,1,0.76018816,0.58926439,0.59920347,0.00027897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,1,0.01266171,2,1,0.90863615,0.35275742,-0.75237155,0.00980365,-0.56430286,0.0141106,0.82538903,-68.71910095,-1.96895182,0.01481134,2,-0.59747928,0.20805275,-0.04241133,-0.36243796,0.93079156,-0.04210542,0.02219994,174.426651,-42.28656387,-7.33700895,11,-2.23327065,-0.23206127,-0.8991375,0,1.45806503,-1.58859015,-0.71663189,0,-0.60539448,0.25726423,-0.04280997,0,-0.5457291,0.18349512,-0.03985077,0,0.82772768,0.42243299,-0.7202307,0,-0.6413098,0.1833937,-0.04457305,0,1.08359563,0.33759141,-0.82473254,0,0.81947446,0.29348263,-0.69832182,0,1.07248139,0.32860163,-0.85574198,0,0.83589971,0.35014796,-0.6459502,0,0.81244206,0.38400877,-0.76985997,0,,,,,,,,,,,,
trackable,1,0.01266171,UAV,1,0,6,1.07260036,0.3286325,-0.85546154,0.81221581,0.38416848,-0.76997554,0.81945807,0.29327336,-0.69793439,0.82710278,0.42326614,-0.72027892,0.83631128,0.34975535,-0.64613628,1.08379245,0.33740941,-0.82493365,1.07248139,0.32860163,-0.85574198,0.81244206,0.38400877,-0.76985997,0.81947446,0.29348263,-0.69832182,0.82772768,0.42243299,-0.7202307,0.83589971,0.35014796,-0.6459502,1.08359563,0.33759141,-0.82473254,1,1,1,1,1,1,0.16534679,0.41237742,0.15544686,0,0.20514172,0.14686944,0.00026965,,,,,,,,,,,,,,,,,,,,,,,,,,,
trackable,1,0.01266171,Eris,2,0,3,-0.64129198,0.18337482,-0.04457217,-0.54571837,0.18344067,-0.03985023,-0.60542744,0.25734288,-0.04281161,-0.6413098,0.1833937,-0.04457305,-0.5457291,0.18349512,-0.03985077,-0.60539448,0.25726423,-0.04280997,1,1,1,0.77026135,0.61547929,0.60810322,0.00026752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,2,0.02262118,2,1,0.90865767,0.3525143,-0.75236511,0.010558,-0.56438422,0.01353839,0.82533371,-68.72852325,-1.96361935,0.12303144,2,-0.5974791,0.20803872,-0.04240619,-0.36248973,0.93077803,-0.04206147,0.02200698,174.4560852,-42.29466248,-7.32073355,11,-2.23331332,-0.23203637,-0.89909077,0,1.45807028,-1.58857346,-0.71665096,0,-0.60538405,0.25726047,-0.042804,0,-0.54572874,0.18348303,-0.03986471,0,0.82773268,0.42242673,-0.72024751,0,-0.64131999,0.18336956,-0.04454966,0,1.08357775,0.33759701,-0.82474035,0,0.81936163,0.29280186,-0.69812042,0,1.07248509,0.32858181,-0.85573763,0,0.83591306,0.34974405,-0.64585972,0,0.81244177,0.38400891,-0.76987422,0,,,,,,,,,,,,
trackable,2,0.02262118,UAV,1,0,6,1.07267094,0.32857126,-0.85538679,0.81225801,0.38408685,-0.76992548,0.81945205,0.29284805,-0.69800615,0.82711488,0.42298239,-0.72017628,0.83636075,0.34929356,-0.6461333,1.08381295,0.33730108,-0.82498062,1.07248509,0.32858181,-0.85573763,0.81244177,0.38400891,-0.76987422,0.81936163,0.29280186,-0.69812042,0.82773268,0.42242673,-0.72024751,0.83591306,0.34974405,-0.64585972,1.08357775,0.33759701,-0.82474035,1,1,1,1,1,1,0.0324012,0.49217781,0.41635212,0.02676931,0.10987609,0,0.00023588,,,,,,,,,,,,,,,,,,,,,,,,,,,
trackable,2,0.02262118,Eris,2,0,3,-0.64130056,0.18335299,-0.0445487,-0.54571879,0.1834279,-0.03986421,-0.60541791,0.25733534,-0.04280568,-0.64131999,0.18336956,-0.04454966,-0.54572874,0.18348303,-0.03986471,-0.60538405,0.25726047,-0.042804,1,1,1,0.77939206,0.61088598,0.62135035,0.00026377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,3,0.03265468,2,1,0.9086417,0.35253114,-0.75233364,0.01053136,-0.56439483,0.01349062,0.82532746,-68.72992706,-1.95737875,0.12357695,2,-0.5974676,0.2080244,-0.04240883,-0.36251402,0.93075949,-0.04234169,0.02184904,174.4628296,-42.29721832,-7.35279083,11,-2.23331642,-0.23202676,-0.89912885,0,1.45807898,-1.58859491,-0.71664065,0,-0.60537463,0.2572293,-0.04283735,0,-0.54572046,0.1834792,-0.03985663,0,0.8277418,0.42242414,-0.7202493,0,-0.641303,0.18335934,-0.04453227,0,1.08358896,0.33757171,-0.82470006,0,0.81933635,0.29284605,-0.69805783,0,1.07247925,0.32860285,-0.85574573,0,0.83592576,0.34973153,-0.64583981,0,0.81243485,0.38401502,-0.76985633,0,,,,,,,,,,,,
trackable,3,0.03265468,UAV,1,0,6,1.07264674,0.32858497,-0.85536849,0.81224823,0.38409433,-0.76990485,0.81943417,0.29288551,-0.69795769,0.82709247,0.42301267,-0.72016478,0.83634424,0.34932026,-0.64609969,1.08379936,0.3372784,-0.82493895,1.07247925,0.32860285,-0.85574573,0.81243485,0.38401502,-0.76985633,0.81933635,0.29284605,-0.69805783,0.8277418,0.42242414,-0.7202493,0.83592576,0.34973153,-0.64583981,1.08358896,0.33757171,-0.82470006,1,1,1,1,1,1,0.02766312,0.49360782,0.4417159,0.00868795,0.13302265,0,0.00023436,,,,,,,,,,,,,,,,,,,,,,,,,,,
trackable,3,0.03265468,Eris,2,0,3,-0.64128494,0.18334092,-0.04453137,-0.54570806,0.18342198,-0.03985598,-0.60540986,0.25731036,-0.04283914,-0.641303,0.18335934,-0.04453227,-0.54572046,0.1834792,-0.03985663,-0.60537463,0.2572293,-0.04283735,1,1,1,0.77235496,0.60511553,0.59940839,0.00027126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,4,0.04261211,2,1,0.90864891,0.35251445,-0.75233716,0.01057939,-0.56439984,0.0134029,0.82532495,-68.73040009,-1.95218694,0.13378783,2,-0.59746897,0.20803697,-0.04238073,-0.36269554,0.93070036,-0.04215365,0.02172287,174.4885864,-42.32152176,-7.32137537,11,-2.23328471,-0.2320351,-0.89908701,0,1.45805264,-1.58859301,-0.71666986,0,-0.60537559,0.25726375,-0.04279321,0,-0.54570484,0.18350296,-0.03985411,0,0.82775378,0.42243689,-0.72023875,0,-0.64132196,0.18334419,-0.04449465,0,1.0836122,0.33756647,-0.82470697,0,0.8193118,0.2928071,-0.69807965,0,1.07247579,0.32859281,-0.85573339,0,0.83594328,0.34972373,-0.64584506,0,0.81244421,0.3840155,-0.76985139,0,,,,,,,,,,,,
trackable,4,0.04261211,UAV,1,0,6,1.07266355,0.32856986,-0.85535663,0.81225884,0.38409477,-0.76990044,0.81942087,0.2928575,-0.69798547,0.82710528,0.4230049,-0.72015244,0.83636177,0.34928346,-0.64610595,1.08380783,0.33727053,-0.82494169,1.07247579,0.32859281,-0.85573339,0.81244421,0.3840155,-0.76985139,0.8193118,0.2928071,-0.69807965,0.82775378,0.42243689,-0.72023875,0.83594328,0.34972373,-0.64584506,1.0836122,0.33756647,-0.82470697,1,1,1,1,1,1,0.01152561,0.48872289,0.44628897,0.00808098,0.10771322,0,0.00023119,,,,,,,,,,,,,,,,,,,,,,,,,,,
trackable,4,0.04261211,Eris,2,0,3,-0.64129895,0.18332992,-0.04449353,-0.54569727,0.18344602,-0.0398537,-0.60541075,0.25733507,-0.04279496,-0.64132196,0.18334419,-0.04449465,-0.54570484,0.18350296,-0.03985411,-0.60537559,0.25726375,-0.04279321,1,1,1,0.78221583,0.59739673,0.63442981,0.00026411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,5,0.05263094,2,1,0.90866452,0.35254115,-0.75228983,0.0105478,-0.5646022,0.01368745,0.82518226,-68.75911713,-1.97709107,0.11189573,2,-0.59746921,0.20804004,-0.04237689,-0.36248475,0.93077832,-0.04210554,0.02199238,174.4558106,-42.29391098,-7.32621002,11,-2.23328233,-0.23201866,-0.89909172,0,1.45809996,-1.58861029,-0.7166056,0,-0.60537839,0.25725916,-0.04277952,0,-0.54572225,0.1834842,-0.03983302,0,0.82774192,0.42243057,-0.72022396,0,-0.64130265,0.18337257,-0.04451792,0,1.0836283,0.33757928,-0.82469434,0,0.81933397,0.29283121,-0.69807363,0,1.07267821,0.32862738,-0.85541695,0,0.8359341,0.34972912,-0.645823,0,0.81244588,0.38400903,-0.76986003,0,,,,,,,,,,,,
trackable,5,0.05263094,UAV,1,0,6,1.07277966,0.32862589,-0.85516685,0.81226939,0.38408563,-0.76990485,0.81943423,0.2928746,-0.69796723,0.8270849,0.42301568,-0.72014415,0.83633828,0.34929556,-0.64608157,1.08382714,0.33734438,-0.82486224,1.07267821,0.32862738,-0.85541695,0.81244588,0.38400903,-0.76986003,0.81933397,0.29283121,-0.69807363,0.82774192,0.42243057,-0.72022396,0.8359341,0.34972912,-0.645823,1.0836283,0.33757928,-0.82469434,1,1,1,1,1,1,0.12714021,0.51136118,0.42229596,0,0.10632756,0.07610723,0.00022032,,,,,,,,,,,,,,,,,,,,,,,,,,,
trackable,5,0.05263094,Eris,2,0,3,-0.64128458,0.18335533,-0.04451703,-0.54571098,0.18342946,-0.03983245,-0.60541201,0.25733542,-0.0427812,-0.64130265,0.18337257,-0.04451792,-0.54572225,0.1834842,-0.03983302,-0.60537839,0.25725916,-0.04277952,1,1,1,0.78023398,0.61571395,0.6161871,0.00026315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,6,0.06262915,2,1,0.90865648,0.35247558,-0.75228906,0.01073048,-0.56490338,0.01279858,0.82498801,-68.79901123,-1.90490448,0.18603463,2,-0.59747189,0.20803151,-0.04238539,-0.36240751,0.93080717,-0.04226455,0.02173686,174.4850006,-42.28552246,-7.33380651,11,-2.23329425,-0.23200659,-0.89908004,0,1.45613956,-1.58677721,-0.71771544,0,-0.60537672,0.25723457,-0.04280885,0,-0.54571617,0.18347508,-0.03984762,0,0.82774073,0.42244074,-0.72024214,0,-0.64131808,0.18338013,-0.0444995,0,1.08323193,0.33737153,-0.82450181,0,0.81935549,0.29281607,-0.69811559,0,1.07267606,0.32859364,-0.85543197,0,0.83592665,0.34973973,-0.64582503,0,0.81243759,0.38401195,-0.7698437,0,,,,,,,,,,,,
trackable,6,0.06262915,UAV,1,0,6,1.07273149,0.32858506,-0.85523003,0.81226778,0.38408425,-0.76989746,0.8194142,0.29285234,-0.69797081,0.82718074,0.42292389,-0.7201556,0.83626598,0.34941587,-0.64605409,1.0838145,0.33707002,-0.82483882,1.07267606,0.32859364,-0.85543197,0.81243759,0.38401195,-0.7698437,0.81935549,0.29281607,-0.69811559,0.82774073,0.42244074,-0.72024214,0.83592665,0.34973973,-0.64582503,1.08323193,0.33737153,-0.82450181,1,1,1,1,1,1,0.29380316,0.51889509,0.41137448,0.12539044,0.28536031,0,0.00025685,,,,,,,,,,,,,,,,,,,,,,,,,,,
trackable,6,0.06262915,Eris,2,0,3,-0.64129823,0.18336061,-0.04449852,-0.54570687,0.1834185,-0.03984712,-0.60541058,0.25731552,-0.04281056,-0.64131808,0.18338013,-0.0444995,-0.54571617,0.18347508,-0.03984762,-0.60537672,0.25723457,-0.04280885,1,1,1,0.75909668,0.60138649,0.60058558,0.00027581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,7,0.07273597,2,1,0.90866798,0.35251552,-0.75234711,0.01060407,-0.56437355,0.01344023,0.82534206,-68.72679138,-1.95731199,0.13376947,2,-0.59747511,0.2080307,-0.04236865,-0.3624588,0.93077397,-0.04250014,0.02184643,174.4552612,-42.28953171,-7.37468338,11,-2.23330498,-0.23198764,-0.89908499,0,1.4580754,-1.58861887,-0.71664804,0,-0.6053763,0.2572307,-0.04281251,0,-0.54573035,0.18348268,-0.03980333,0,0.8277505,0.42243785,-0.72022301,0,-0.64131367,0.18337281,-0.04448989,0,1.08359826,0.3376025,-0.82472271,0,0.8193571,0.29281572,-0.69812185,0,1.07248604,0.32860214,-0.855739,0,0.8359288,0.34972849,-0.64581597,0,0.81244248,0.38400841,-0.76985413,0,,,,,,,,,,,,
trackable,7,0.07273597,UAV,1,0,6,1.07267833,0.32858616,-0.85537606,0.8122654,0.38408798,-0.76990384,0.81945211,0.29285634,-0.69800287,0.82713723,0.42298114,-0.72014582,0.83637679,0.3492853,-0.64610618,1.08382416,0.33730453,-0.82496256,1.07248604,0.32860214,-0.855739,0.81244248,0.38400841,-0.76985413,0.8193571,0.29281572,-0.69812185,0.8277505,0.42243785,-0.72022301,0.8359288,0.34972849,-0.64581597,1.08359826,0.3376025,-0.82472271,1,1,1,1,1,1,0.02368905,0.50264144,0.40974268,0.03787002,0.11341454,0,0.00023718,,,,,,,,,,,,,,,,,,,,,,,,,,,
trackable,7,0.07273597,Eris,2,0,3,-0.64129567,0.18335375,-0.04448899,-0.54571772,0.18342467,-0.03980264,-0.60541189,0.25731379,-0.04281435,-0.64131367,0.18337281,-0.04448989,-0.54573035,0.18348268,-0.03980333,-0.6053763,0.2572307,-0.04281251,1,1,1,0.76806718,0.60152805,0.59282953,0.00027458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,8,0.08262566,2,1,0.90865129,0.35251394,-0.75232267,0.01051808,-0.56442708,0.01349805,0.82530558,-68.73442841,-1.95722711,0.12176294,2,-0.59746599,0.20803818,-0.04239013,-0.362425,0.9307974,-0.04222143,0.02194728,174.4568024,-42.28627014,-7.33953047,11,-2.23286796,-0.23171897,-0.89926887,0,1.45610332,-1.58667958,-0.71772575,0,-0.60538518,0.25724137,-0.04280562,0,-0.54570502,0.18348245,-0.0398392,0,0.82773209,0.42240995,-0.72025591,0,-0.64130324,0.18338551,-0.04452537,0,1.08363771,0.33754361,-0.82468623,0,0.81933194,0.2928277,-0.69802374,0,1.07248664,0.32859692,-0.85573047,0,0.83593428,0.34972221,-0.64582163,0,0.81244552,0.38400927,-0.76986849,0,,,,,,,,,,,,
trackable,8,0.08262566,UAV,1,0,6,1.07266915,0.32856968,-0.85533601,0.81226122,0.38408247,-0.76990932,0.8194375,0.29287156,-0.69793755,0.82709056,0.42299578,-0.72016972,0.83635688,0.34930167,-0.64609158,1.0838145,0.33725345,-0.82491332,1.07248664,0.32859692,-0.85573047,0.81244552,0.38400927,-0.76986849,0.81933194,0.2928277,-0.69802374,0.82773209,0.42240995,-0.72025591,0.83593428,0.34972221,-0.64582163,1.08363771,0.33754361,-0.82468623,1,1,1,1,1,1,0.00711016,0.50531155,0.45942688,0.00566202,0.1162893,0,0.00022926,,,,,,,,,,,,,,,,,,,,,,,,,,,
trackable,8,0.08262566,Eris,2,0,3,-0.64128399,0.18336517,-0.04452442,-0.54569638,0.18342766,-0.03983875,-0.60541755,0.2573218,-0.04280725,-0.64130324,0.18338551,-0.04452537,-0.54570502,0.18348245,-0.0398392,-0.60538518,0.25724137,-0.04280562,1,1,1,0.75594878,0.60841614,0.60244823,0.00027452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frame,9,0.09265083,2,1,0.90866262,0.35250762,-0.75235021,0.01057073,-0.5643819,0.01352289,0.82533532,-68.72815704,-1.96297646,0.12524422,2,-0.59746635,0.20803599,-0.04237887,-0.36253831,0.9307465,-0.0423548,0.0219753,174.443512,-42.29911423,-7.36206722,11,-2.23329878,-0.23199904,-0.89912009,0,1.4580828,-1.58860743,-0.71663833,0,-0.6053831,0.25723535,-0.04280644,0,-0.54572451,0.1834946,-0.039816,0,0.82773817,0.42242491,-0.72025055,0,-0.64128655,0.1833704,-0.04451391,0,1.0835973,0.33758816,-0.82472205,0,0.81937122,0.29279301,-0.69810009,0,1.07248437,0.32858175,-0.85573912,0,0.83592975,0.34971553,-0.64584768,0,0.81244016,0.38400885,-0.76985496,0,,,,,,,,,,,,
trackable,9,0.09265083,UAV,1,0,6,1.07267272,0.32856908,-0.85537767,0.81226206,0.38408375,-0.76990724,0.8194598,0.2928395,-0.69798976,0.82711959,0.42297399,-0.72016716,0.83636397,0.34928408,-0.64611709,1.08381975,0.33729368,-0.82496285,1.07248437,0.32858175,-0.85573912,0.81244016,0.38400885,-0.76985496,0.81937122,0.29279301,-0.69810009,0.82773817,0.42242491,-0.72025055,0.83592975,0.34971553,-0.64584768,1.0835973,0.33758816,-0.82472205,1,1,1,1,1,1,0.02458272,0.49627832,0.42681524,0.02852888,0.12143905,0,0.00023615,,,,,,,,,,,,,,,,,,,,,,,,,,,
